Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,clean_text,polarity,subjectivity,sentiment_label,topic_id_nmf,topic_id_lda,hashtags_list
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ", Bitterness ,4/5/2020 16:20, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10,20, India ,bitterness bitter aftertaste lingering tongue word reminder wound refuse heal passing time,-0.1,0.5,negative,5,9,"['#Bitterness', '#BitterAftertaste']"
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ", Overwhelmed ,11/29/2021 8:45, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20,40, USA ,overwhelmed cacophony expectation drowning soul tempest pressure struggling stay afloat,0.0,0.1,neutral,8,9,"['#Overwhelmed', '#DrowningSoul']"
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ", Jealous ,12/12/2019 17:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16,32, Australia ,jealousy venom seeps vein poisoning heart turning breeding ground discontent,0.0,0.0,neutral,0,9,"['#Jealous', '#HeartOfDiscontent']"
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ", Devastated ,5/20/2022 14:50, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25,50, Canada ,devastated revelation betrayal trust shattered like fragile glass leaving shard pain wake,0.0,0.5,neutral,0,9,"['#Devastated', '#ShatteredTrust']"
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ", Frustrated ,9/3/2020 12:15, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14,28, UK ,frustrated attempt mend broken connection thread understanding slipping finger like grain sand,-0.4000000000000001,0.23333333333333336,negative,0,9,"['#Frustrated', '#SlippingThreads']"
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ", Envious ,2/10/2021 19:30, SuccessPill , Twitter , #Envious #BitterPill ,20,40, USA ,envious gaze cast upon podium success bitter pill swallowed taste lingering constant reminder unattained height,0.06666666666666667,0.27777777777777773,positive,8,9,"['#Envious', '#BitterPill']"
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,8/18/2018 14:40, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,0.0,0.0,neutral,4,5,"['#Dismissive', '#IndifferencePerformance']"
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ", Despair ,2/28/2022 21:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8,16, Canada ,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,-0.1,0.75,negative,4,9,"['#Despair', '#LabyrinthOfHopelessness']"
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ", Bitterness ,10/15/2019 10:30, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15,30, UK ,bitterness bitter chill air freezing moment icicle resentment dangle precariously landscape memory,-0.1,0.5,negative,6,9,"['#Bitterness', '#IciclesOfResentment']"
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ", Loneliness ,12/1/2017 18:50, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18,36, USA ,loneliness solitary moon starless sky casting cold glow landscape isolation echo bounce empty space,-0.35,0.75,negative,9,9,"['#Loneliness', '#StarlessSky']"
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ", Yearning ,4/18/2020 16:15, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10,20, Australia ,yearning warmth vanished sun heartache painted hue sunset never graced horizon,0.0,0.0,neutral,6,9,"['#Yearning', '#HuesOfSunset']"
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ", Fearful ,1/7/2023 3:30, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18,36, India ,fearful eye scanning shadow prisoner night terrorized lurking monster born mind darkest corner,-0.9,1.0,negative,9,9,"['#Fearful', '#LurkingMonsters']"
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ", Apprehensive ,6/10/2021 10:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14,28, Canada ,apprehensive whisper wind forecast uncertainty mind weather vane spinning wildly storm doubt,0.1,0.4,positive,4,9,"['#Apprehensive', '#StormOfDoubt']"
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ", Overwhelmed ,2/22/2020 15:20, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22,44, USA ,overwhelmed maze expectation minotaur pressure lurking labyrinth waiting devour spirit resilience,0.0,0.0,neutral,8,9,"['#Overwhelmed', '#MinotaurOfPressure']"
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ", Jealous ,3/17/2018 14:45, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16,32, UK ,jealousy festering wound pain intensifying glance garden others achievement blooming beyond fence,0.0,0.0,neutral,8,9,"['#Jealous', '#BloomingAchievements']"
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ", Devastated ,10/28/2022 11:15, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25,50, Australia ,devastated heart ruin echo shattered dream reverberating chamber requiem whole,0.2,0.4,positive,0,5,"['#Devastated', '#EchoesOfShatteredDreams']"
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ", Frustrated ,11/1/2020 12:30, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14,28, India ,frustrated attempt untangle knot confusion thread understanding slipping labyrinth miscommunication,-0.39999999999999997,0.15000000000000002,negative,4,9,"['#Frustrated', '#LabyrinthOfMiscommunication']"
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ", Envious ,1/15/2021 22:10, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20,40, USA ,envious eye locked treasure chest opportunity heartache fueled desire key seem forever elusive,0.0,1.0,neutral,9,9,"['#Envious', '#DesireForKeys']"
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ", Dismissive ,8/18/2018 14:00, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12,24, Australia ,dismissive gesture curtain drawn shield vulnerability stage emotion take backseat performance indifference,0.0,0.0,neutral,4,5,"['#Dismissive', '#IndifferencePerformance']"
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ", Frustrated ,1/7/2022 11:10, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15,30, Canada ,shattered dream lie floor like fragment glass mosaic disappointment crafted hand frustration,-0.6,0.4,negative,0,9,"['#Frustrated', '#MosaicOfDisappointment']"
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ", Loneliness ,9/19/2019 3:30, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18,36, Australia ,loneliness silent companion night echo chamber solitude heart solitary nocturne,0.0,0.1,neutral,9,9,"['#Loneliness', '#SolitaryNocturne']"
Awe-struck by the breathtaking sunrise over the mountains.      , Awe           ,4/3/2022 6:15, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28,55, USA               ,awe struck breathtaking sunrise mountain,1.0,1.0,positive,9,5,"['#Awe', '#BreathtakingSunrise']"
Navigating through the challenges with determination.          , Determination ,10/12/2023 10:30, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15,30, Canada            ,navigating challenge determination,0.0,0.0,neutral,8,5,"['#Determination', '#Challenges']"
Nostalgia hits while flipping through an old photo album.     , Nostalgia      ,6/28/2019 19:00, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22,45, UK                ,nostalgia hit flipping old photo album,0.1,0.2,positive,3,9,"['#Nostalgia', '#OldMemories']"
Thrilled to witness the grandeur of a cultural festival.       , Thrill        ,9/15/2020 14:45, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40,80, India              ,thrilled witness grandeur cultural festival,0.35,0.39999999999999997,positive,6,9,"['#Thrill', '#CulturalCelebration']"
Calmness found in the rhythm of raindrops on the windowpane.   , Calmness      ,11/8/2017 21:20, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18,35, Australia          ,calmness found rhythm raindrop windowpane,0.0,0.0,neutral,6,9,"['#Calmness', '#RainyDays']"
Overwhelmed by the support received during a personal challenge., Overwhelmed   ,5/20/2021 17:30, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25,50, USA               ,overwhelmed support received personal challenge,0.0,0.3,neutral,8,5,"['#Overwhelmed', '#SupportiveCommunity']"
Excitement builds as the countdown to a long-awaited vacation begins. , Excitement ,1/10/2023 12:00, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30,60, France            ,excitement build countdown long awaited vacation begin,-0.05,0.4,negative,3,9,"['#Excitement', '#VacationCountdown']"
"Reflecting on life's journey, grateful for the lessons learned. ", Gratitude   ,12/5/2018 8:45, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35,70, Brazil            ,reflecting life journey grateful lesson learned,0.0,0.0,neutral,4,9,"['#Gratitude', '#LifeLessons']"
Bittersweet emotions arise while bidding farewell to a dear friend. , Bittersweet ,3/15/2020 18:30, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20,40, Japan             ,bittersweet emotion arise bidding farewell dear friend,0.0,0.0,neutral,3,5,"['#Bittersweet', '#Farewell']"
Curiosity sparked by exploring a mysterious ancient ruin.      , Curiosity     ,8/22/2016 15:10, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18,35, Greece            ,curiosity sparked exploring mysterious ancient ruin,0.0,1.0,neutral,2,9,"['#Curiosity', '#AncientDiscovery']"
Admiration for the intricate details of a handcrafted masterpiece. , Admiration    ,8/20/2019 16:00, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25,50, USA               ,admiration intricate detail handcrafted masterpiece,0.0,0.0,neutral,6,9,"['#Admiration', '#HandcraftedArt']"
Overjoyed by the warmth of a cozy fireplace on a winter evening.   , Overjoyed     ,12/8/2021 19:30, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18,35, Canada            ,overjoyed warmth cozy fireplace winter evening,-0.19999999999999998,0.75,negative,5,9,"['#Overjoyed', '#WinterWarmth']"
Inspiration strikes while observing the colors of a vibrant sunset., Inspiration   ,6/10/2020 20:45, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30,60, UK                ,inspiration strike observing color vibrant sunset,0.16666666666666666,0.3333333333333333,positive,6,5,"['#Inspiration', '#ColorfulSunset']"
Motivated to achieve fitness goals after an invigorating workout.  , Motivation    ,2/28/2022 7:15, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40,80, Australia          ,motivated achieve fitness goal invigorating workout,0.0,0.0,neutral,8,5,"['#Motivation', '#FitnessGoals']"
Gratitude for the simple joys found in a cup of morning coffee.    , Gratitude     ,4/15/2017 8:00, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22,45, India             ,gratitude simple joy found cup morning coffee,0.4,0.2785714285714286,positive,7,9,"['#Gratitude', '#MorningCoffee']"
Feeling empowered after conquering a challenging hiking trail.     , Empowerment   ,9/5/2018 14:20, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35,70, USA               ,feeling empowered conquering challenging hiking trail,0.5,1.0,positive,5,9,"['#Empowerment', '#HikingAdventure']"
Amused by the antics of playful kittens during playtime.           , Amusement     ,10/22/2022 12:45, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15,30, Canada            ,amused antic playful kitten playtime,0.0,0.0,neutral,0,9,"['#Amusement', '#PlayfulKittens']"
Contemplating life's mysteries under the starry night sky.         , Contemplation ,7/2/2016 23:30, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28,55, UK                ,contemplating life mystery starry night sky,0.0,0.0,neutral,9,5,"['#Contemplation', '#StarryNight']"
Joyful reunion with long-lost friends after years of separation.   , JoyfulReunion ,11/18/2020 17:10, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20,40, India             ,joyful reunion long lost friend year separation,-0.05,0.4,negative,3,5,"['#JoyfulReunion', '#Friendship']"
Excitement builds while preparing for a surprise celebration.     , Excitement    ,3/5/2023 15:00, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30,60, Australia          ,excitement build preparing surprise celebration,0.0,0.0,neutral,3,9,"['#Excitement', '#SurpriseCelebration']"
Satisfaction derived from successfully completing a DIY project.  , Satisfaction  ,12/1/2015 11:30, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25,50, USA               ,satisfaction derived successfully completing diy project,0.75,0.95,positive,2,5,"['#Satisfaction', '#DIYProject']"
